RegioNaam;RegioCode;AmsterdamseCode;OuderRegioNaam;OuderRegioCode;Kiesgerechtigden;Opkomst;OngeldigeStemmen;BlancoStemmen;GeldigeStemmen;CDA;VVD;Democraten 66 (D66);Partij van de Arbeid (P.v.d.A.);SP (Socialistische Partij);GROENLINKS;ChristenUnie;Staatkundig Gereformeerde Partij (S.G.P.);Leefbaar Rotterdam;Gemeentebelangen;PVV (Partij voor de Vrijheid);ChristenUnie/SGP;ChristenUnie-SGP;Partij voor de Dieren;FNP;Haagse Stadspartij;Staatkundig Gereformeerde Partij (SGP);Beter Voor Dordt;Wakker Emmen;Gemeentebelang;STADSPARTIJ;Ouderen Politiek Actief (OPA);Verenigde Senioren Partij;Algemeen Belang;Groep de Mos / Ouderen Partij Den Haag;Partij van de Eenheid;Gemeente Belangen;Nida Rotterdam;TROTS;Westland Verstandig-LEO 2.0;Lokaal Belang;HAP;G.O.B.;Leefbaar Capelle;Lijst Smolders Tilburg (LST);Burgerbelangen;Piratenpartij;GemeenteBelangen;Leefbaar Almere;Partij van de Ouderen (P.v.d.O.);Islam Democraten;GBLV/Gemeentebelangen;Ouderen AppFl Eindhoven;Lokale Politieke Federatie Westland;LHN (Lijst Hilbrand Nawijn);Liberale Volkspartij Roermond (LVR);Senioren Partij Maastricht;Stadspartij Den Helder;GemeenteBelang Westland (GBW);Burgerbelangen Enschede (BBE);Pro Hengelo;Kernachtig Wijchen;Lokaal Belang (GVS);TOP/GEMEENTEBELANGEN;Roosendaalse Lijst;Inwonersbelang Hellevoetsluis;Forza! Haarlemmermeer;Democratisch Zaanstad;GBWP;Stadsbelang Utrecht;Weert Lokaal;EVB (Echt voor Barendrecht);ChristenUnie - SGP;Politieke Partij voor Ouderen en Veiligheid;Lokaal Dinkelland;Algemeen Ouderen Verbond 2;Stadspartij;Hart voor Hilversum;Pro'98 (Pro Barneveld - PvdA - D66);Lokaal Peel en Maas;Lijst nr. 6 (blanco lijst);Ouderen Partij Heerlen;Dorpsbelangen;STIP;Gemeentebelangen Hoogeveen en omstreken;Samen Verder;RED AMSTERDAM;Leefbaar Apeldoorn;Student & Starter;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;Onafhankelijk Delft;LokaalBelang;Lokale Democraten;Werknemers Groepering;VenLokaal;Democraten 66 Velsen;Onafhankelijk Moerdijk;Combinatie Gemeentebelangen;Leefbaar 3B;Gemeentebelangen De Wolden;PNL (Partij Nieuw Laarbeek);Lijst Samenwerking;Velsen Lokaal;Gemeente Belangen Twenterand;Burgerbelangen Bodegraven-Reeuwijk;BuitenGewoon Leefbaar;Multicultureel Plus Partij (M+);Tilburgse Volkspartij (TVP);GROENLINKS/P.v.d.A.;Student en Stad;PUUR NOORDWIJK;LIJST HARRY BAKKER;Gouda Positief / Gemeentebelangen Gouda;Kiesvereniging Gemeentebelangen Noordenveld;Burger Partij Amersfoort (BPA);ROSA;H&G;SWOLLWACHT;Lijst Linssen;Gewoon Nijmegen;Leefbaar Ridderkerk;Ouderen Partij Haarlem;Partij Voor Vrije Amsterdammers (PVVA);Lokaalbelang;Ouderen Partij Amsterdam (OPA);Ronduit Open;Senioren Hollands Kroon;Beuningen Nu & Morgen;Gemeentebelangen Binnenmaas;Veldhoven Samen Anders (VSA);Burgerbelang Zutphen Warnsveld;Partij Veilig Maastricht (PVM);KIES Lokaal;Lokaal Alternatief Democratie Anders ( LADA );Essentie;PRO Kaag en Braassem;VV2000/Leefbaar Vlaardingen;De Nijmeegse Fractie;Volkspartij Dongen;DOS;Opsterlands Belang;Kern'75;D66/GROENLINKS;PAPENDRECHTS ALGEMEEN BELANG;Winterswijks Belang;Gemeentebelangen Berkelland;LIJST KRAS;SDH/OH/HELMONDSE BELANGEN/LH;Stadspartij PLOP;LOKAAL ALTERNATIEF;VRIJE LIBERALE PARTIJ (V.L.P.);Leefbaar Schouwen-Duiveland;Leefbaar Leiden;Gemeente Belangen Veldhoven (G.B.V.);ProgressiefWestland:PvdA/GroenLinks;Inwoners Partij Lelystad;Burgerforum;VVD-Leefbaar Uden;Lokale Partij Middelburg (LPM);BREDA'97;Jong Uden;Libertarische Partij (LP);Democratisch Dorpsbelang;Gemeentebelangen Rijswijk (GR);Lokaal Alternatief;DNA Partij;Lokaal Belang Lingewaard;P.C.W. (Protestantse Comb. W'veen);Valkenswaard Lokaal;Gemeentebelangen Oosterhout;Sterk Meppel (SteM);BETER VOOR RIJSWIJK (BVR);Actiepartij;Gemeente Belangen Voorst;P.v.d.A./GROENLINKS;Belangen Buitengebied Coevorden;Seniorenpartij Rotterdam;BURGERBELANGEN AMSTELVEEN;Samen Beter Nieuwkoop;Democratische Groepering Geldrop (DGG);SAMEN STERK MAASDRIEL;Algemeen Belang Groot Hulst;Wij Putten;Zuid Centraal;Algemeen Belang Zwijndrecht;Heiloo-2000;Nieuwe Lijn;Stadspartij Wageningen;Transparante Partij voor Algemeen Belang (T@B);Leefbaar Eindhoven;ieders Belang;Inwonerspartij Toekomst Houten;Plaatselijke Politieke Alliantie (PPA);De Lokale Partij;Stadspartij Harderwijk Anders;Algemeen Plaatselijk Belang;Seyst.Nu;BurgerBelang;Progressief Altena (P.v.d.A.-D66-GROENLINKS);GemeenteBelangen Veendam;OOG;PROgressief 21 (D66, GroenLinks, PvdA);Lokale Partij Vlissingen;Ronde Venen Belang;Drentse Ouderenpartijen - DOP;Inwonersbelangen;Democraten Gemeente Heumen;PRO Sliedrecht;Leefbaar Haaksbergen;OoststellingwerfsBelang;Heemsteeds Burger Belang;Algemeen Belang Zuid-Zuidwesthoek (ABZ);Gemeentebelangen/VVD;Burger Initiatief;Aalsmeerse Belangen;Progressief Woerden (PvdA/GroenLinks);H.O.P. (Heerhugowaardse Onafhankelijke Partij);EVR (Echt Voor Ridderkerk);Partij van de Arbeid/GROENLINKS;Beter De Bilt;Lijst Pim Fortuyn Eindhoven;BSD;Groep Frank van Liempdt Lokaal Liberaal;Lokale Realisten;Burger Belangen;ProVeenendaal;Heemskerk Lokaal;BEVOLKINGSBELANGEN HILLEGOM (BBH);Politieke Partij Scheveningen (PPS);Communiceren Met Burgers (CMB);KERN;Hart-Leers;Castricum Kern(en) Gezond (CKenG);Stadsbelangen;Roerstreek Lokaal!;Zó! Zoetermeer;BBB-NDB;LGV;Politieke Partij DOE!;ONS KERKRADE (OK);Fractie Franssen;D.M.P. Heusden;Vernieuwingsgroep;BRUG-M;Verenigde Communistische Partij (VCP);GroenLinks/PE;Gemeenschapslijst;Volendam '80;CPB (Christelijke Partij Burgerbelangen);HELDER HELMOND;Nieuw Enter Wierden;DORP-ABS;OpKoers.nu;ZVV (Zaltbommel Veranderen Met Visie);Partij Souburg-Ritthem;BINT;Soest 2002;Samen voor Kaag & Braassem;DeurneNU;LEEFBAAR AMSTERDAM;LijstvanderDoes;Perspectief 21;PrO (GroenLinks-PvdA-D66);Democraten Echt-Susteren;Hart voor Veghel;Gemeentebelang Rijssen-Holten;RUCPHENSE VOLKSPARTIJ (RVP);Lokaal Belang Montferland (LBM);Gemeentebelangen Bronckhorst (GBB);ONS Vlaardingen;GBBL Ubach over Worms;LEEFBAAR ZEEWOLDE;Liberaal Heemskerk;Lokale Onafhankelijke Fractie (LOF);Leerdam 2000;GEMEENTEBELANGEN;Trilokaal;Liberaal Bloemendaal;Liberaal Democraten IJsselstein LDIJ;Progressief Ermelo;Algemeen Belang Oldebroek (A.B.O.);Burger Belangen Brunssum Lijst Palmen;TOTAAL LOKAAL (T.T.L);Streekbelangen;Nieuw Lisse;HOI Werkt;GemeenteBelangen Woudenberg (GBW);Rotterdamse Ouderen Partij (ROP);Hart Voor Katwijk;Gemeentebelangen Eemsmond;Jongeren Akkoord Nederweert (J.A.N.);Lokaal Halderberge;Cranendonck Actief!;DorpsBelangen;Leefbaar Krimpen;Partij voor Lelystad;VLP (Verantwoorde Lokale Politiek);ONS Voorschoten;Partij Westvoorne (PW);Sint Anthonis NU;Gemeentebelangen Overbetuwe;GemeenteBelangen Súdwest Fryslân (GB);Open en Duidelijk Stede Broec;Lijst Groen Noordenveld (LGN);Combinatie'95;Dorpsbelang Langedijk;Echte Lokale Aandacht Nu (ELAN);BVH (Burger Vertegenwoordiging Heuvelrug);Dorpspartij;GROENLINKS-Partij van de Arbeid (P.v.d.A.);Echt voor Albrandswaard;B06-L2000;Samenwerking'95;ETrste Lokale Partij (ELP);Zaanse Onafhankelijke Groepering;Leefbaar Schiedam;De Werkgroep;FOCUS;Amersfoort 2014;Partij Van De Burgers;Politieke Unie (P.U.);ABB/Bernheze Solidair/OPG;De Liberalen;V.O.C. Hoorn;Platform Progressief Wierden (PPW);Verenigd Arnhem;Dorpsvisie Son en Breugel;LEF!;Dorpsbelang Son en Breugel;Partij Gemeente Belangen;MPN-PN;Stem van Krimpen;lingewaard.NU;Leefbaar Purmerend 2001;Ouderen Combinatie Amstelveen (OCA);Burgerbelang;Voor Tilburg;Eerlijk Alternatief;Maassluis Belang;Leefbaar Tynaarlo/EVZ-2000;Maarssen 2000;WSP;NieuwDemocratischZeist;Gemeentebelangen Groen Soest;Partij Nieuw Echt-Susteren (PNES);OGP Midden-Delfland;Regionaal Lokaal;Dorpsbelangen Huizen;HOP;Deventer Belang;Baarnse Onafhankelijke Partij;Gezond Burger Verstand;Ondernemend Berkelland (OBL);Samenwerking;Heusden Transparant;Inwonersbelangen Montfoort Linschoten;Lijst nr. 10 (blanco lijst);Stadsbelangen Mestreech;TROTS/OPA;Dorpspartij Mierlo (DPM);Gemeente Belang Kampen;Lokale Partij Bergeijk;BURGERBELANGENALMELO;W70 Nuenen Gerwen Nederwetten Eeneind;Partij Groot Eijsden-Margraten (PGE-M);Partij Vrij Utrecht (PVU);DorpsGoed;P.v.d.A./GroenLinks;Verenigde Senioren Partij Tilburg;Mijn Partij;Balans;Gemeentebelangen Menaldumadeel;Heusden EEN;Progressieve Partij;ALGEMEEN BELANG CUIJK (ABC-CUIJK);PACT Aalsmeer;Partij Gemeentebelangen;P.v.d.A.;Gemeentebelang Franekeradeel;STADSPARTIJ Zutphen Warnsveld;GBBL Schaesberg;Gemeenschapslijst Someren-Eind en 13;De Gestelse Coalitie;DUS! GroenLinks en D66;Demokraten Swalmen;ONSUTRECHT;PAC;Ons Etten-Leur;Gemeente- en Dorpsbelang (GDB);PRO5;Algemeen Ouderen Verbond (AOV);Senioren HHW;Combinatie Algemeen Belang;Arnhemse Ouderen Partij;Progressief Westerveld D66 GROENLINKS;Progressief Oegstgeest;Uw Drie Kernen (U3K);Partij van de Arbeid-GROENLINKS;Gemeentebelangen Appingedam;Dorpslijst Druten;LEEFBAAR REIMERSWAAL;Lokaal Veenendaal;Onafhankelijk Rijswijk;Ouderen Partij Zandvoort;Partij Groot Meerssen;Lijst Salman Noordwijk;Gemeentebelangen Olst-Wijhe;Gezond Verstand Haren;ALA;Samenwerking Venray;Houten Anders! (HA!);Progressief Beek;Bredase Ondernemers Ouderen-Partij;NZLokaal;Lijst nr. 7 (blanco lijst);De Onafhankelijken;Stadspartij Heerlen;PROGRESSIEF HULST;BurgerBelangen Ermelo;Gemeentebelangen Stadskanaal;Groot Hontenisse;Gouda's 50+ partij;Hart voor Rooi;Helmond Aktief;GEMEENTEBELANGEN 1990;GemeenteBelangen Achtkarspelen;ONS Noordoostpolder;Fractie 2014;Lijst Stulp;Best Open;Gemeentebelangen Beverwijk;EEN Haarlemmermeer;GBBL Nieuwenhagen;Stadsbelang;Partij Hoensbroeks Belang;Gemeentebelang Harderwijk/Hierden;PAK (Progressief Akkoord);Voerendaal Actief;Gemeentebelangen Westvoorne;Progressief Rhenen/GROENLINKS;lijst 8 kernen;Ouderen Politiek Actief ( OPA );Gemeentebelangen BES;Gemeentebel Smilde-Beilen-Westerbork;DGS-BVT ROOI;Lijst Riel-Goirle;Gemeentebelangen Doetinchem;Hart voor Urk;Ouderen Partij Utrecht (OPU);Helder Onafhankelijk!;LARENS BEHOUD;BurgerBelangen;Leefbaar Oegstgeest;Burger Belangen Nuth;HS Centraal!;Nieuwe Democraten;Gemeentebelangen Opmeer;Progressief Zoeterwoude (PZ);Leefbaar Dronten;Groenlinksaf;Pro Actief Goirle;Weststellingwerfs Belang;Partij voor het Noorden;A.U.B. (Ambacht Uw Belang);Lokale Partij Borsele;Vrije Hapertse Partij (VHP);Forza! IJmond;1Parkstad.nl;Dorpsbelangen en Toerisme Veere (DTV);GEMEENTEBELANGEN WINSUM;Samenwerkingsverband Margraten (SVM);Vereniging Liberaal Wormerland;Progressief Uitgeest (P.U.);Vereniging Herindelen Landerd;VierKernenPartij;Kleurrijk Langedijk;WOS;Gemeentebelangen Tynaarlo;P.v.d.A.-GroenLinks;Almere Partij/OPA;Gemeentebelangen Slochteren;Democraten 66 (D66)/GROENLINKS;Partij voor Goes;Protestants Christelijke Groepering;Gewoon Lokaal!;Ouderenpartij HOOP;Nieuw Gemeentebelang;Gemeentebelangen Drechterland;PP2;"VOOR LOON";Bilts Belang;Zeevangs Belang;Democraten Voerendaal;inVENtief;Gemeentebelangen Bedum;Algemeen Belang Tholen (ABT);PK (Progressieve Kombinatie);VZ2000 Partij voor Veiligheid en Zorg;Progressief Sociaal Apeldoorn (PSA);Weerbaar Waddinxveen;Texels Belang (TB);Creatieve Partij Nijmegen 2.0;Partij voor Lokaal Maatwerk (PvLM);Politieke vereniging Steins Belang;Hoornse Senioren Partij (HSP);De Gewone Man;Bladel Transparant;De Groenen;SAM Littenseradiel;Wat Wassenaar Wil;Hoorns Belang;VDB/LO;Leefbaar Asten;Algemeen Belang Laarbeek;F.D. Dreumel;Nieuwe Amsterdamse Toekomst (NAT);Lokaal Heeze-Leende;Groen Drimmelen (VP/D66);LOKAAL BELANG;Eersel Anders;Senioren 2013;Gewoon Uden;RPP;Ons Roerdalen;Cromstrijen '98;Pro3;GrienLinks;Ons Uithoorn;EnschedeAnders.nl;Nieuwe Liberalen Oost Gelre;Leefbaar Geldermalsen;Lokaal Alert;Beemster Polder Partij;Gemeentebelang Boerenpartij;Basis Inkomen Partij (BIP);STERK Woerden (SW);Democraten Onderbanken;GemeenteBelangen Breda;Dorpsgroepering Pouwels;ROODGEWOON;Fractie Tonnaer;Maastrichtse Volkspartij (MV);Gemeenschaps Belangen Alphen (GBA);INbox / Boxtels Belang;Lijst nr. 14 (blanco lijst);Leefbaar Lelystad;De Volkspartij;Borne-Nu;Haarlem Plus;PvdA-GROENLINKS;Sociaal Rechts Haarlemmermeer (SRH);Smallingerlands Belang;DS97;55 terneuzen;Partij van de Arbeid-GroenLinks;Leefbaar Huizen;Hart voor Blaricum;Menterwolde Gewoon;GBK;Progressief Halderb. (PvdA, D66, GROENLINKS);Belangen Gelders Eiland;Progressief Drechterland;WIJ Lansingerland;Gemeentebelangen Zwartewaterland;Lijst nr. 11 (blanco lijst);Hellendoorns Onafhankelijke Partij;Lokale Partij Grave;Transparant, Evenwichtig, Leefbaar;Aalst-Waalre Belang (A-WB);Jongerenpartij JO;Harlinger Belang;Dorpsbelangen & Toerisme;Amersfoort Anders;Hilversum 1;Democraten Beverwijk;Leefbaar Etten-leur;Hart voor Langedijk-D66;Almere Liberaal;GBSV CHAAM;Christen-Democratische Volkspartij (CDVP);Progressief '96;Algemeen Belang '90;Artikel50;Zaanse Inwoners Partij;Lokale Partij I.P.V.;GemeenteBelangen Scherpenzeel;Welzijn Druten;Dantumadeel '82;Democratisch Onafhankelijke Partij D.O.P.;Protestant-Christelijke Groepering (PCG);PS (Progressief Schiedam);PROGRESSIEF AKKOORD/GROENLINKS;VKG;Leefbaar Diemen;Fractie Scheffers - Vrij & Onafhankelijk (V&O);Progressief Bernheze;Progressieve Kombinatie Bergen (L);Sociaal Wijchen;PvdA-GroenLinks;Stadspartij Leiden Ontzet;Hart voor Apeldoorn/OPA;HenkMeerdinkVolksvertegenwoordiging;PPGV/GroenLinks/PvdA;StadsBelangen Vlaardingen;Democraten Roerdalen;Groep Hop;P.v.d.A.-GROENLINKS;Bloeiend Hillegom;NOORDWIJK ZELFSTANDIG;Dorpslijst Puiflijk/Druten-Zuid;DSSW;Liberaal 2000;Het Vechtse Verbond;Transparant Deurne;Algemeen Belang Dongeradeel;AndersNu;Zwijndrechtse Plus Partij;Nieuwe Communistische Partij - NCPN;Partij Vrij Almelo (PVA);Dorpsvisie;Nederlandse Volks-Unie (NVU);Nederland Duurzaam;OPA Plus;KiesKatwijk;Lokale Partij Ommen;Leefbaar Hilversum;Elburg Beleid;Leefbaar Simpelveld;TELEURGESTELDE BURGERS;Progressief West-Friesland;Welzijn-Koggenland;Liberale Partij Maastricht;Seniorenpartij Delfzijl;Partij van de Arbeid (P.v.d.A);JEZUS LEEFT;Lijst nr. 12 (blanco lijst);De VrijeLijst;Politieke Partij "LEEFBAAR NUTH";Stadspartij Roermond;Progressief Landerd;Beeselse Lijst;Dorpsbelang;DeventerNu;RHENENS BELANG;Gemeente Belangen Schiedam;Veuruutkiek (VUK);Dongeradeel Sociaal;Sociaal Lokaal;Partij Renkumse Dorpen John Bartels;Gemeentebelangen Korendijk;OMA Amsterdam;Gooise Ouderen Partij;Partij 18PLUS;Voor Neerijnen;Positief Landsmeer;CAP;Stadspartij Doesburg;Onafhankelijke Partij Zundert (OPZ);Senioren Partij Drechterland;PW 2010;Burger Belangen Moerdijk;Ondernemend Platteland;Politieke Vereniging Lijst Babijn;OPA Zoetermeer;BCD;Verenigd Progressief Grave;Lokaal Oegstgeest;Gemeenschapsbelang Venhorst - Boekel;Gorcum Actief;Frije Bilkerts;Progressief Hollands Kroon;Werkgroep het Bildt;Belangen Gemeenschap (BGA);KIJK!!!/P.v.d.A./GROENLINKS/D66;Gemeente Belangen Stede Broec (GBS);Partij voor de IJsbaan;Lokale Dorpspartijen;ProTiel;Passie voor Wassenaar;Werknemersbelang;Gemeentebelangen Tietjerksteradeel;Renkum Zelfstandig en Sociaal;Samen Voor Pekela;Loppersum Vooruit;Leefbaar Someren;VVD en D66;OPA Rotterdam;Alle Kernen Troef (A.K.T.);Dorpen Centraal;GROEN BRABANT;OPA Utrecht (Ouderen Politiek Actief);Simpelveld Lokaal;partij voor de jeugd;Gemeentebelangen Epe;Stadspartij N·wegein;Samenwerkend Veldhoven;Sociaal Maas en Waal;Lokaal Liberaal Rijssen-Holten;Onafhankelijke Partij;Liberaal Hardenberg;Gemeentebelangen Best;Burgerbelangen Soest-Soesterberg;De Blaricumse Partij;Keerpunt 74;RPN;Keerpunt 2010;Progressief Akkoord;Progressief Leudal;Balans Gulpen-Wittem;Onafhankelijk Papendrecht;OK(T) Partij;Volkspartij Ommen Vooruit (VOV);Gemeentebelangen Leeuwarderadeel;Lagere Lasten Dantumadiel;Lokaal Anders Soest;Democraten Soest Natuurlijk;Oldambt Aktief;Gemeentebelangen Neerijnen;Stichtse Vecht Beweegt;F.D. Maasdorpen;Lijst Lobith-Tolkamer;Uitgeester vrije partij;PGA/PvdA;Progressief Ondernemend Vlissingen;Democratisch Actief Tilburg (DAT);L T S (Lijst Tinus Snyders);Lijst Borger;OP ASSEN;DLW-Democratische Liberalen Wassenaar;Unie Gemeentebelangen;Lijst Someren-Heide;65pluspartij;Groep Pieper-Rook / Burgerbelangen;Culemborg Centraal;Almelo Centraal;Klimaat en Omgevings Partij Almere (KOP);Sociaal Lokaal Arnhem;Progressief Leefbaar Cuijk ca (PLC'93);Leefbaar Almelo;Jij Bent Deventer;Sociaal Tiel;Partij van vrije Poldermensen (PvvP);Nieuw Elan Zuidplas (NEZ);Burger Belangen Nu;OpsterLanders;Samen Eindhoven;WaterlandNatuurlijk;Senioren Belang Beek;Nieuwe Albrandswaardse Partij (NAP);alert!;Partij Beneden Leeuwen;DOP;De Partij Voor Oud en Jong;Texel 2010;BAARLE!;Groen Liberaal;PRogressief Onderbanken;Weststellingwerf Natuurlijk!;Leefbaar Pijnacker-Nootdorp;Lokaal!;Behoorlijk Bestuur;DEMOCRATISCH PODIUM;Dorpslijst Afferden;Kernbeleid;Almelooooo / Lijst Jan Hammink;Partij Betrokken Noord-Beveland (BEN);M en M Echt-Susteren;F.D. Boven-Leeuwen;DOOR SAMENWERKING VOORUIT (DSV);Gemeente Belangen Zandvoort (G.B.Z.);Betrokken, Anders en Samen;Partij Neeleman;Lijst nr. 8 (blanco lijst);WEK Dordrecht;Zelfstandig Waalre 2014;Voor De Gemeenschap;Nieuw Enkhuizen;Dorpslijst Langenboom;Lijst nr. 5 (blanco lijst);Combinatie Nuenen c.a.;Uitgeest Lokaal;GROEP HOP;G.G.H.;Kritisch Menterwolde;Gemeentebelangen Ferwerderadeel (GBF);Hoorn Lokaal;Vrije Socialisten;Rotterdams Turks Belang;Enschede Solidair;Radicale Oppositie Beweging (R.O.B.);Spakenburgse Vrijheidspartij (SVP);Amsterdam Sociaal;Ouder-Amstel Anders;SDGL/P.v.d.A.;Groen Uithoorn;D66-Hart voor Asten;TROTS Pijnacker-Nootdorp;F.D. Wamel;OPA GEMERT-BAKEL;Lijst Pijs;Leefbare Wijken & Dorpen;Strijens Belang;Progressief Burgerbelang;Noord-Bevelands Belang (NBB);Partij Samenwerking;Sociaal Zevenaar;SOPN;Plaatselijk Belang Terschelling;PARTIJ VOOR ZEELAND (PVZ);Dorpslijst Deest;Hart voor Wassenaar;Meedenken met Lochem (MmL);Partij Welzijn Maasgouw (PWM);Trots;Ideaalburg;OPA Arnhem;Belangen Aalburgse Burgers (BAB);Gemeentebelangen Loppersum-D66;HULST ANDERS;OPA Katwijk;Partij Groot Venlo;Burgerbelangen Roermond;Zeewolde Liberaal;Liberaal Laren;Leefbaar Alblasserdam;Groot-Nuth;Algemeen Belang Ameland;AMELAND '82;OPA Borsele;Ons Muiden Muiderberg;BAMM;Visie Op Amsterdam (Lijst Ina Brouwer);Ouderenpartij Kerkrade;Duurzaam Stichtse Vecht;BINDEND LOKAAL LELYSTAD;CAPELLE.Nu!;Vrijheid Voor Allen - VVA;AKKOORD '94;EenHeid Partij (EHP);Het Aalsmeers Collectief;OPA RHEDEN;Onafh. Westfriese Partij (OWP);Lijst Steenbergen Anders;lijst nr. 7 (blanco lijst);SolidariteitsPartij Bergen op Zoom;Pro Duiven;Dorpslijst Horssen;Onafhankelijk Schouwen-Duiveland (ONS);Partij van de Arbeid/GroenLinks;Praktisch en Pragmatisch (PeP);Natuurlijk Belang;OPA Eindhoven (Ouderen Politiek Actief);Lijst nr. 9 (blanco lijst);(PS) Partij Sleutelstad;Democraten Scherpenzeel;GemeenteBelangen Marum;Nuenens Belang;Perengenootschap Zwijndrechtse Waard;Senioren Partij Druten;De Aalburgse Alliantie;Keerpunt '98 (K'98);OPA Terneuzen (OPAZ);Nieuwe Gemeente Politiek;Onafhankelijke Fractie;Vooruitstrevende Partij Baarle (VPB);Partij voor Leefbaarheid en Democratie;Progressief Liberaal Eijsden-Margraten;Tot Behoud Huis de Haas;S.O.S. - SCHIEDAM;Lijst Quasten;StellingwerfPlus;OPA Middelburg;PRO Oosterhout;Lijst Yilmaz;Lijst Couwenberg;Partij van de Toekomst (PvdT);Lijst Huisman-Peeters;STERK Westerveld;Dorpsbelang Renswoude;OPA Vlissingen;Toekomst voor Marum (TvM);BGR;Lijst Maja van Campen (LMvC);PVTD;WAD'N PARTIJ Harlingen;LokaalVlaardingen;Nieuwe Democraten Lansingerland;DaadKrachtigNederland;OPA Veere;Sociaal Zandvoort;VCP;Armoede Partij Nederland;Politiek Overloon;Partij Oerlemans;Het Enkhuizer Alternatief;Nieuw Boxmeer;Partij voor Betaalbare Betrouwbare Overheid;Algemeen Gemeenschaps Belang (A.G.B.);Partij v. Sociale en Maatsch. Vernieuwing;Boekel's Welzijn;LKA;Helder Zeeuws;Burger Partij Hof;Zinnig en Nuttig (ZEN);Oosterhout Anders;Buren 2014;Partij van Tegenwoordig;Leefbaar Soest;Lelystads Belang;P.B.B.;Roois Burger Belang;Liberaal Haren;Fractie Ulicoten (F.U);Gemeentebelangen Galder-Strijbeek-Ulvenhout A.C.;Partij Rechten Kind (PRK);Democraten Druten;Democraten Landgraaf;R'74;Lijst Simon Polman;Vrolijk Emmen;1 voor Allen;Liberaal053;OPA-Dronten;Kiesvereniging Ons Belang (O.B.);Hoorn+;BETER VOOR URK;Trots Liberaal Land van Cuijk;Partij van de Rede - ASP;Partij van der Kleij;Westerwolde Lokaal;ONP/PSP'92;Partij voor Soest;Sociaal Diemen;Lijst Van Gerdingen;Partij Voor De Eenheid (PVDE);LIJST WILLEM LUCHT (L.W.L.);Lijst nr. 19 (blanco lijst);Betaalbaar & Duurzaam Vaals;Pleijdooi Voor Cultuur (PVC);Red het Noorden;Lijst Beukers;PAK;Algemeen Belang Vlieland;TROTS op Nederland Lijst Rita Verdonk;Partij voor de bijstand;De Republikeinse Politieke Partij;FAMILIA (Directe Democraten);Paljas;Sociaal Delfzijl;Christelijke Groepering Schiermonnikoog;De Partij van de Dialoog;Eerlijk Montferland;Kiesvereniging Democraten Schiermonnikoog (DS10);GroenWit;Gelderse Centrumdemocraten (Gelderse C.D.);Lijst nr. 13 (blanco lijst);We doen wat we zeggen (WDWWZ);8EURI.NL;Schiermonnikoogs Belang;Nederland Samen;Zuivere Politiek Lelystad (ZPL);Gelovig Democratische Unie (G.D.U.);Christelijk Arbeid Ondernemend partij
Aa en Hunze;G1680;10787;Drenthe;P22;20420;12994;38;38;12918;1113;1965;1378;2620;;1295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
